date,industry,subindustry,type_of_product,generic_product_type,product,price_sar,company,source,url,unit_of_measurement,total_quantity,channel
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Espuma Baño en Seco para Gatos, con Aroma de Avena y Miel para Piel Irritada, Pets Fisher-Price 250ml",169.00,PETS&MORE,amazon,https://www.amazon.com.mx/Espuma-Gatos-Aroma-Irritada-Fisher-Price/dp/B0D2376LLG/ref=sr_1_54?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-54&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,ml,250.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Arm & Hammer for Pets Ultra Fresh Itch Relief Shampoo with Oatmeal & Aloe Value Size with Pump 24oz | Great Smelling Dog Grooming Supplies, Dog Bathing Supplies, Dog Wash, Puppy Shampoo, Pet Shampoo",207.57,Arm & Hammer,amazon,https://www.amazon.com.mx/Arm-Hammer-Smelling-Grooming-Supplies/dp/B0CLQDR4QP/ref=sr_1_57?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-57&ufe=app_do%3Aamzn1.fos.1f47693a-e1a6-4b06-ba29-28033858cf82&xpid=_VNudOAsLeeSV,fl oz,24.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Genérico Champú En Seco para Perros,Champú Relajante para Perros 350g - Polvo De Limpieza para Mascotas Pelo Largo Corto Gatos Conejos Hámsters Uso Diario Viajes Baño Hogar",344.26,Genérico,amazon,https://www.amazon.com.mx/Gen%C3%A9rico-Champ%C3%BA-Seco-Perros-Relajante/dp/B0F94CDKHJ/ref=sr_1_59?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-59&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,g,350.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Champú En Seco Para Perros | Champú Relajante Para Perros 350g,Polvo Limpiador Sin Agua Para Higiene Diaria De Mascotas - Viaje, Exteriores, Hogar - Uso Para Gatos, Hámsters, Conejos De Pelo Corto",403.19,Genérico,amazon,https://www.amazon.com.mx/Champ%C3%BA-Relajante-Limpiador-Higiene-Mascotas/dp/B0F8W7ZV5K/ref=sr_1_63?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-63&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,g,350.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Champú En Seco Para Cachorros | Baño Seco Para Mascotas 350g | Polvo Limpiador Sin Agua Para Higiene Diaria De Mascotas - Viaje, Exteriores, Hogar - Uso Para Gatos, Hámsters, Conejos De Pelo Corto",483.19,Genérico,amazon,https://www.amazon.com.mx/Champ%C3%BA-Cachorros-Mascotas-Limpiador-Higiene/dp/B0F8W8TQZ5/ref=sr_1_64?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-64&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,g,350.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Genérico Champú En Seco para Perros | Champú para Mascotas 350g | Polvo De Limpieza En Seco para Baño De Gatos De Pelo Corto Y Largo, Hámsters, Conejos, Uso Diario, Viajes, Exteriores, Baño Y",483.19,Genérico,amazon,https://www.amazon.com.mx/Gen%C3%A9rico-Mascotas-Limpieza-H%C3%A1msters-Exteriores/dp/B0F8W9RXBB/ref=sr_1_68?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-68&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,g,350.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Champú En Seco Para Cachorros, Champú Relajante Para Perros 350g, Polvo Limpiador Sin Agua Para Higiene Diaria De Mascotas - Viaje, Exteriores, Hogar - Uso Para Gatos, Hámsters, Conejos De Pelo Corto",494.39,Genérico,amazon,https://www.amazon.com.mx/Cachorros-Relajante-Limpiador-Higiene-Mascotas/dp/B0F8W64GKF/ref=sr_1_75?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-75&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,g,350.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Genérico Champú para Perros Sin Aclarado,Baño Seco para Mascotas 350g - Polvo De Limpieza En Seco para Baño De Gatos De Pelo Corto Y Largo, Hámsters, Conejos, Uso Diario, Viajes, Exteriores, Baño Y",494.39,Genérico,amazon,https://www.amazon.com.mx/Gen%C3%A9rico-Champ%C3%BA-Perros-Aclarado-Mascotas/dp/B0F92PJWF9/ref=sr_1_86?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-86&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,g,350.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Genérico Champú En Seco para Perros - Champú Relajante para Perros 350g,Polvo Limpiador para Aseo Diario De Mascotas De Pelo Largo - Uso En Viajes, Veterinaria Y Hogar para Gatos, Hámsters Y Conejos",259.00,Genérico,amazon,https://www.amazon.com.mx/Gen%C3%A9rico-Champ%C3%BA-Seco-para-Perros/dp/B0FFVZSKSW/ref=sr_1_88?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-88&xpid=_VNudOAsLeeSV,g,350.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,PET HEAD ATOMIZADOR Lavado EN SECO FELIN' Good Gato 300 ML,338.00,Pet Head,amazon,https://www.amazon.com.mx/Pet-Head-ATOMIZADOR-Lavado-FELIN/dp/B08P4S5QXL/ref=sr_1_93?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-93&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,ml,300.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"OH NORMAN! Champú Seco Hipoalergénico Magic Mandarin Scent, Fresco Y Espumoso, para Perros De Kaley Cuoco - 7.1 Onzas Líquidas. Champú Sin Agua, Sin Enjuague, Sin Crueldad Animal.",910.60,OH NORMAN!,amazon,https://www.amazon.com.mx/OH-NORMAN-Hipoalerg%C3%A9nico-Mandarin-Espumoso/dp/B0DDRM3NBK/ref=sr_1_94?dib=eyJ2IjoiMSJ9.wgJDJehrNNfcIjdVdzgjEzBKEBMVQ6IuK1GQQMVkNzB-HSlMxQBXrhoKj9LVr2gqP_fUCJ7tI9JrRFct5O7famexGkZ_omwwt6vgFj58foptr2ih38PlklFCaDa8PMEkv_XwGL_tzHYvb3g-XGECiHoSQ6WHYdQOKZeTTO3Fp8rAGd6aGcDHXCHarHgyOB3PY_chLB5KI_hcb5LP84leCEWDLEcqfq-cql3dZl8nlPN4hMo0dEHtNWrvshHcas9UN2F3KQR6DnzkEiRO9vHJMtr9hGLGFoW83H99xNzrDgo.4aigUVTtC5ZSnbExjZXdRso-aYvtoKdqXPQzBmYIwQs&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774938920&sr=8-94&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,fl oz,7.1,B2C
